"Country","Region","Year","GDP","Score"
Turkey,Middle East and Northern Africa,2019,17.861285811456792,2.085566555331995
Slovakia,null region,2015,27.0621426946926,9.968602116246787
Australia,Australia and New Zealand,2017,,1.3745460466640553
Egypt,null region,2021,13.062186409786197,4.249094640180275
Paraguay,Latin America and Caribbean,2019,28.565247802639657,3.686546756431233
South Korea,Eastern Asia,2018,34.693855494318214,11.650968134048759
Latvia,Central and Eastern Europe,2017,15.148359957532112,8.253876951256604
India,null region,2016,17.521416018056822,2.5021676711337273
Algeria,null region,2015,28.414544489806897,6.938867122453926
South Sudan,Sub-Saharan Africa,2019,7.6924221245093465,1.1787063884610691
Netherlands,Western Europe,2017,30.992825314408996,5.568630429625362
Panama,Latin America and Caribbean,2018,20.709596674337995,0.34565996678071087
Kazakhstan,Central and Eastern Europe,2021,31.646827217478396,8.288781682493353
Malaysia,Southeastern Asia,2019,46.844546404514674,6.281766445940098
Cyprus,Western Europe,2017,9.804639128490358,2.53242774737846
Norway,Western Europe,2015,30.18453814264887,7.595767938065795
Israel,null region,2016,7.429966557783472,7.790993080194862
Cambodia,Southeastern Asia,2017,0.9086955896365282,4.672699955231991
Laos,Southeastern Asia,2019,33.68003898892596,4.426368379790708
United States,North America,2015,51.69055264539276,8.794055688944386
Poland,Central and Eastern Europe,2021,10.959149999098935,5.788071273783927
Uzbekistan,Central and Eastern Europe,2018,15.45940665328585,7.982669797802376
Rwanda,Sub-Saharan Africa,2020,3.4073070844886817,6.8069995361046685
Ivory Coast,Sub-Saharan Africa,2018,7.971302571568807,3.654754131480282
United Kingdom,Western Europe,2019,17.95674235116754,5.872121205707207
Bulgaria,null region,2021,9.970717981446953,8.312669908191697
Georgia,Central and Eastern Europe,2018,,4.172951489298863
Mozambique,null region,2021,9.724113440749203,1.3863021949989858
Zambia,Sub-Saharan Africa,2020,29.421497898295417,0.3963968235510296
Ghana,Sub-Saharan Africa,2016,5.665089479239329,5.3596661143378865
Greece,null region,2017,1.6958187837903225,5.578361766156496
Uzbekistan,Central and Eastern Europe,2016,19.883833229618418,10.354722422420632
Gambia,-,2021,2.5754093594501843,8.324944007898482
Chile,null region,2015,46.63636168959142,2.9379709172231747
Israel,null region,2016,41.93017563875066,7.22027299966599
Yemen,Middle East and Northern Africa,2020,6.78740148693844,0.27330653597806454
Honduras,null region,2019,2.805077232829546,9.419181928188625
Yemen,Middle East and Northern Africa,2018,19.26653597853358,2.645243004241869
Mauritius,Sub-Saharan Africa,2016,52.92338172350255,0.967280717140382
Botswana,null region,2018,33.637484217516956,5.907464516385204
Mali,Sub-Saharan Africa,2015,3.571692648501132,0.13768471528507606
South Africa,Sub-Saharan Africa,2020,13.950812301399504,6.946958342136133
Austria,null region,2017,42.067645869844334,9.000740948869112
Hungary,Central and Eastern Europe,2018,34.361569327255765,0.9611105516132759
Senegal,Sub-Saharan Africa,2020,12.771494193972481,3.5214360270708904
Tanzania,Sub-Saharan Africa,2016,13.319615550553213,1.6987243869098758
Japan,Eastern Asia,2021,16.223907234629536,4.782420078367519
Mauritania,Sub-Saharan Africa,2020,16.100608688169647,6.304530515058433
Haiti,Latin America and Caribbean,2015,10.586166774451584,6.998865341539345
Libya,null region,2016,14.251824364196429,7.482712745829275
Lithuania,null region,2015,2.9784517309466003,6.58516908262283
Azerbaijan,Central and Eastern Europe,2016,8.51198794238614,8.96184932187058
Iran,Middle East and Northern Africa,2018,42.83907740343133,7.554501217837785
Nigeria,null region,2019,13.370809521374191,3.7438018575734264
Jamaica,Latin America and Caribbean,2021,8.691440454517103,2.682462140422657
Guatemala,Latin America and Caribbean,2017,40.59054579844762,1.415960632528414
Kyrgyzstan,Central and Eastern Europe,2018,2.99404106679648,1.7158247201394667
Belize,Latin America and Caribbean,2016,19.726651169251596,7.635642067684921
Peru,Latin America and Caribbean,2015,53.97404540575603,6.9908535022098315
Tunisia,Middle East and Northern Africa,2021,9.53731684505399,5.557057090598372
Burkina Faso,Sub-Saharan Africa,2017,3.425897241954531,5.024432313944083
South Korea,Eastern Asia,2015,17.98094722710185,5.47089371151379
Dominican Republic,null region,2020,28.279110011917698,3.3282383971049865
Nigeria,null region,2018,31.12269517634502,5.992947020900099
Portugal,Western Europe,2018,27.87854669086315,8.265808360890928
Peru,Latin America and Caribbean,2016,18.5222852170212,7.081584022725576
Croatia,Central and Eastern Europe,2015,37.67111910662816,4.9294608362995245
Algeria,null region,2016,24.852501054844666,8.859730800341012
Serbia,Central and Eastern Europe,2016,37.059225394314126,7.69634546441707
Lesotho,Sub-Saharan Africa,2019,2.928080140127714,6.943950537037809
Romania,Central and Eastern Europe,2017,31.706482376994014,2.0865961656478764
South Africa,Sub-Saharan Africa,2021,41.115743661418925,6.278910782786812
Malawi,Sub-Saharan Africa,2017,1.4632525248844763,0.9192936587096999
Greece,null region,2020,29.416057154662177,4.958261755545518
Burundi,Sub-Saharan Africa,2020,0.0,5.030762508242796
Hungary,Central and Eastern Europe,2016,37.4218095540174,7.129676543246554
United States,North America,2020,16.010195929542384,11.220559934201388
Bangladesh,null region,2018,17.38067895795393,5.6692974461246655
Indonesia,Southeastern Asia,2019,2.866586529502557,0.6742747013815192
Jordan,null region,2015,35.048714907549794,0.97612026493674
Palestinian Territories,null region,2021,12.047692173814967,4.028448761490425
Spain,null region,2016,10.46143056282951,3.3543726554302853
Russia,null region,2015,3.8193660964901244,1.6500777169594043
Lebanon,null region,2015,54.21321634125268,2.3904090533699742
Chad,Sub-Saharan Africa,2019,16.09650397015561,8.123490518872453
Lebanon,null region,2015,30.973508099787256,10.239680802770126
Estonia,null region,2019,16.82508462976177,8.772909342587692
India,null region,2016,16.6813289085908,3.5785294087977224
South Korea,Eastern Asia,2020,22.79596947879339,7.529980339339325
Cameroon,null region,2019,13.74033204314574,1.5810710579597576
Angola,Sub-Saharan Africa,2018,30.06359445657262,1.5700651850411467
Central African Republic,Sub-Saharan Africa,2015,2.5215776031354635,3.785556548445799
Mexico,Latin America and Caribbean,2020,38.76001555189629,9.392017593086761
Mongolia,Eastern Asia,2019,18.60608860940969,8.44392990848908
Zimbabwe,Sub-Saharan Africa,2015,9.67318208844706,6.674183742741684
Congo (Kinshasa),Sub-Saharan Africa,2018,0.10821242490355062,3.317928499063566
Morocco,Middle East and Northern Africa,2016,25.13076860692845,1.9601982931434832
Algeria,null region,2015,1.6824304269012236,2.7776817109969727
Togo,Sub-Saharan Africa,2021,5.020456913988051,4.435297158386074
Taiwan Province of China,-,2020,42.63877635584073,7.412110799130539
Libya,null region,2017,12.599841159050326,1.1503914022482686
France,Western Europe,2017,14.65328288191285,0.6638225907849827
Azerbaijan,Central and Eastern Europe,2021,7.7068797977313634,7.710595848421319
Qatar,null region,2015,39.319520237720745,11.768122045927443
Netherlands,Western Europe,2017,18.42924658787343,5.133510854490543
Guinea,null region,2020,0.8519245432433737,10.90467087560609
Myanmar,Southeastern Asia,2021,13.281542490798177,4.416228559473365
North Cyprus,null region,2021,44.06707570395869,0.4541302151182957
Madagascar,Sub-Saharan Africa,2021,8.535884337401669,5.537565734387189
Philippines,null region,2016,10.379559360555909,7.000449831693192
Switzerland,Western Europe,2019,5.805835829301456,13.280380550658503
Malta,null region,2017,55.80226366329199,2.4662486059918924
Congo (Kinshasa),Sub-Saharan Africa,2017,3.473204744574219,4.891778044097297
Ethiopia,null region,2021,13.455541770298113,4.5689256488397705
Philippines,null region,2020,15.616861306868511,6.386433239762743
Ukraine,Central and Eastern Europe,2021,8.902977495702405,1.2781277523085388
Moldova,Central and Eastern Europe,2015,24.411713814134835,9.33556101066336
Pakistan,Southern Asia,2017,23.683907258696497,11.840072022234514
Mexico,Latin America and Caribbean,2018,59.47837259181124,8.287595806022978
Trinidad and Tobago,null region,2017,79.1005923615082,2.5041157588798706
Somalia,Sub-Saharan Africa,2016,0.0,3.5922815598847944
North Cyprus,null region,2020,14.337853662005719,6.618483303002218
Vietnam,Southeastern Asia,2021,20.534313870016135,7.248489156663787
Malta,null region,2016,81.24637909042463,8.739836533927294
United Kingdom,Western Europe,2018,29.308694006835793,7.913060621812127
Nigeria,null region,2017,15.883693093156593,3.8769977879138144
Ivory Coast,Sub-Saharan Africa,2020,11.17963676618272,2.14366477480464
Kuwait,Middle East and Northern Africa,2017,17.561470897375198,2.7885495101720537
Kosovo,Central and Eastern Europe,2021,14.375515074560342,9.254506533628058
Thailand,Southeastern Asia,2019,21.956740410603953,8.756510082859231
Albania,Central and Eastern Europe,2021,28.25870002330622,2.1180136618371046
Costa Rica,Latin America and Caribbean,2018,23.94945112510583,8.127283754170158
Albania,Central and Eastern Europe,2020,37.90392724821878,3.0556114159409278
Indonesia,Southeastern Asia,2018,26.278173781087702,3.3414508634307842
Kosovo,Central and Eastern Europe,2021,2.9355825633228174,10.958946300617523
Tanzania,Sub-Saharan Africa,2020,13.06583141826861,0.4660893307895492
South Sudan,Sub-Saharan Africa,2016,6.036405533028628,7.326909550577454
Benin,Sub-Saharan Africa,2015,4.259491341011284,5.033425358966181
Uzbekistan,Central and Eastern Europe,2015,1.6751946848430566,6.94076593370615
United States,North America,2017,26.893272371096298,2.6798899242440877
Qatar,null region,2017,36.11543851136766,5.49885648543528
Mongolia,Eastern Asia,2020,8.894738176707639,6.115168733413703
Bosnia and Herzegovina,Central and Eastern Europe,2020,17.18661964208528,5.495551386913397
Denmark,Western Europe,2017,0.7308716282320585,8.330898075798986
Algeria,null region,2020,24.840019021564462,11.392048692828768
Swaziland,Sub-Saharan Africa,2020,66.78389186769004,1.1475607545880777
Palestinian Territories,null region,2021,31.408283074170086,3.4948466000699234
Sierra Leone,Sub-Saharan Africa,2017,10.188478132682487,0.8243139322521623
Luxembourg,Western Europe,2019,5.388789358758683,2.8391477899238082
South Sudan,Sub-Saharan Africa,2018,12.568938628169393,4.908460825944613
Slovenia,Central and Eastern Europe,2015,10.2437827896594,5.617597668781224
Nicaragua,Latin America and Caribbean,2016,8.538037610974424,6.023260331947894
Kyrgyzstan,Central and Eastern Europe,2018,9.660676998151182,8.066764618771174
Croatia,Central and Eastern Europe,2015,15.325425746735263,5.4109007534855165
Canada,null region,2017,33.91504301514043,9.165603443263082
Hungary,Central and Eastern Europe,2017,42.65722593131351,4.1675912191777424
Albania,Central and Eastern Europe,2018,24.992245125048655,7.329489029793485
Lithuania,null region,2015,9.730398235357615,6.724664593838289
Argentina,Latin America and Caribbean,2015,9.864482311310924,4.102899121074933
Netherlands,Western Europe,2020,31.203528808209978,9.202931584273756
Sudan,Sub-Saharan Africa,2016,1.7515095964292986,6.596827903148241
Uganda,null region,2015,10.881230326516791,4.390056644777271
Saudi Arabia,null region,2019,62.32780465739629,5.866737163676501
Bhutan,Southern Asia,2016,60.230326559324226,4.668744426910869
Suriname,Latin America and Caribbean,2015,26.308499698692525,1.8232112910542935
Cyprus,Western Europe,2018,13.972934336279888,0.17914638199587868
Mongolia,Eastern Asia,2017,4.597661706449463,7.961668716894475
Spain,null region,2020,33.710563710383546,6.877655921281883
Ireland,Western Europe,2018,14.085127506415498,9.858543394923172
Mozambique,null region,2021,0.6475114644039736,7.3150569512262535
Slovakia,null region,2020,16.9281298878107,11.804265421038405
Nepal,Southern Asia,2017,1.2224398671705323,7.802823225868493
Norway,Western Europe,2015,25.026535101961194,8.676929099809202
Ivory Coast,Sub-Saharan Africa,2016,10.734074182951325,0.7581854208332762
Iraq,Middle East and Northern Africa,2017,4.672727511272632,0.024915436126111388
Bangladesh,null region,2015,1.735138489611975,13.300710070755393
Ireland,Western Europe,2016,43.28298781743011,1.8268122204623896
Tunisia,Middle East and Northern Africa,2017,18.659985775004895,7.71565602696004
Turkmenistan,Central and Eastern Europe,2020,3.859663634136116,5.371417905936142
Guatemala,Latin America and Caribbean,2015,16.66964723969819,10.678877999722298
Portugal,Western Europe,2017,4.557379330876223,4.55704481919922
Morocco,Middle East and Northern Africa,2018,8.326906935036842,1.759766546318751
Kyrgyzstan,Central and Eastern Europe,2016,11.820771145035996,0.1701300380874337
Tunisia,Middle East and Northern Africa,2020,50.44848983040791,2.2967832988436574
Armenia,Central and Eastern Europe,2016,33.24662009947698,3.4576347451248015
Botswana,null region,2018,35.849350892628145,3.7538536898110175
Australia,Australia and New Zealand,2021,14.24024470835246,4.3673909544489815
Mali,Sub-Saharan Africa,2018,12.853324399251235,1.3582993371434813
Algeria,null region,2016,26.328739935678854,3.39138763778997
Malaysia,Southeastern Asia,2018,39.00020320585978,3.3666834606040386
Honduras,null region,2018,12.30590496745233,4.312530580549589
Peru,Latin America and Caribbean,2020,16.712577510580818,7.826844203609772
Vietnam,Southeastern Asia,2021,17.073350882049354,8.003286653936046
Luxembourg,Western Europe,2020,67.80567802096242,2.202475588473922
Thailand,Southeastern Asia,2015,26.694135685364053,5.925951773724588
Albania,Central and Eastern Europe,2018,12.470345711332003,5.3245223856226565
Sierra Leone,Sub-Saharan Africa,2016,22.322469865263425,4.038101379563421
Norway,Western Europe,2015,15.872144452290357,6.930402194134163
Hungary,Central and Eastern Europe,2021,8.165235732112281,4.430301371190836
South Sudan,Sub-Saharan Africa,2020,0.14181817606944555,1.6225609714984308
Canada,null region,2018,38.587582755296836,14.214054320904053
Tunisia,Middle East and Northern Africa,2016,13.189392649128573,2.763301979247049
Spain,null region,2015,31.91854309977224,8.33138370075276
Nigeria,null region,2019,18.09812317617396,5.081307071027309
Iceland,Western Europe,2016,50.90412600594347,3.332475571996527
Czech Republic,Central and Eastern Europe,2015,35.08488058416321,2.712999500268362
Iceland,Western Europe,2021,20.715335435713694,4.614583656236809
Israel,null region,2020,43.26586267489408,1.7647339720777182
Trinidad and Tobago,null region,2020,61.316213652885146,7.23386529397137
New Zealand,Australia and New Zealand,2016,22.60809415945618,5.375993356094139
Senegal,Sub-Saharan Africa,2019,9.736764957604095,3.6896843337041343
Singapore,Southeastern Asia,2020,93.11646276195418,6.272286902351962
South Korea,Eastern Asia,2016,42.68431832788644,9.180591624292433
Montenegro,Central and Eastern Europe,2015,24.162021385972984,3.901629543175124
Lesotho,Sub-Saharan Africa,2020,13.718488879795823,3.7671375719371234
Bahrain,Middle East and Northern Africa,2018,28.59128897441263,3.6212667655201436
Luxembourg,Western Europe,2020,6.388915066061148,10.451510846300131
Malta,null region,2021,40.02702221654496,0.967662163528289
Poland,Central and Eastern Europe,2015,37.655097550567525,8.292041663383989
Austria,null region,2018,55.400506815601204,8.622267466913828
Slovakia,null region,2019,10.51450084479798,5.308312807420249
Czech Republic,Central and Eastern Europe,2016,28.809852610270866,8.76717892922126
Iraq,Middle East and Northern Africa,2021,51.71555291938612,3.563135868995736
Peru,Latin America and Caribbean,2016,20.968641197952333,6.382060465786442
Algeria,null region,2016,33.65159953008296,3.9704679662200153
Belgium,Western Europe,2016,11.074375325017188,4.176189079634432
Malta,null region,2017,19.99710841815954,12.668062577556553
Morocco,Middle East and Northern Africa,2021,28.36994906069428,5.526502234128898
Yemen,Middle East and Northern Africa,2019,13.79305751666334,1.7635367234854527
Bangladesh,null region,2020,9.214527438605078,7.735239536151139
Pakistan,Southern Asia,2019,15.896257159027869,8.087636265287774
United Arab Emirates,Middle East and Northern Africa,2017,34.25568412678767,7.087098990609918
Canada,null region,2019,49.212464373319655,1.9714296475561512
Albania,Central and Eastern Europe,2015,21.769189411621024,3.187039058289648
Central African Republic,Sub-Saharan Africa,2019,0.9172157907773605,2.51205947058314
Montenegro,Central and Eastern Europe,2015,53.0341704861809,6.939493112266571
Brazil,Latin America and Caribbean,2020,34.00304060041136,3.115215025335799
Guatemala,Latin America and Caribbean,2017,25.119301690306102,6.358041218287226
France,Western Europe,2018,2.437632500801112,3.625412427559755
South Sudan,Sub-Saharan Africa,2017,9.394446128899393,0.21160756828974142
Luxembourg,Western Europe,2018,63.10834285330614,4.108587837502886
Honduras,null region,2017,27.942160352351447,3.4053220564939286
Congo (Kinshasa),Sub-Saharan Africa,2019,3.703889262928196,0.5147537995597111
Moldova,Central and Eastern Europe,2015,32.54795453597637,3.386954005580438
Haiti,Latin America and Caribbean,2018,8.217287405555933,0.3192709243256529
Uzbekistan,Central and Eastern Europe,2018,30.922624074021556,9.241950904486924
Botswana,null region,2016,44.693725345876985,5.8894014085318345
United Kingdom,Western Europe,2015,25.027588262874147,7.535100874363658
Namibia,Sub-Saharan Africa,2020,26.28818799149067,4.298483797196676
Finland,null region,2020,28.641804602255995,7.596065739302322
Mauritius,Sub-Saharan Africa,2015,17.63078633261166,0.19211117600632718
Botswana,null region,2017,78.03302016147826,4.066502174619885
Namibia,Sub-Saharan Africa,2017,34.85676719259553,3.709123272883484
Ecuador,Latin America and Caribbean,2018,24.132925525383893,5.645540203188223
Sweden,Western Europe,2020,33.30836246448619,12.838359089457716
North Macedonia,null region,2021,20.90824591099113,2.3289575806789986
Egypt,null region,2019,9.918669348378804,1.6645748962218836
Benin,Sub-Saharan Africa,2020,13.299463778613521,6.493893684358158
Haiti,Latin America and Caribbean,2020,12.798364151294077,6.626555403451836
Gambia,-,2020,2.6331813319886512,0.27757035214369347
Portugal,Western Europe,2020,7.415611637543295,10.043823902274859
Myanmar,Southeastern Asia,2017,9.373310549070558,4.378727208990281
Rwanda,Sub-Saharan Africa,2015,3.3996940634304478,2.7719068923599184
El Salvador,null region,2021,3.515610211197929,7.490820446081413
Algeria,null region,2021,23.729354271102046,3.8580179649237145
Norway,Western Europe,2019,8.882383729566497,6.966603029536007
China,Eastern Asia,2020,12.274125697428868,3.04687426866362
Somaliland Region,Sub-Saharan Africa,2016,3.024689028677787,6.971678764460736
Latvia,Central and Eastern Europe,2019,24.27324430008773,2.911986410348209
Ukraine,Central and Eastern Europe,2019,8.739403049904826,1.38534853041892
Syria,Middle East and Northern Africa,2017,1.097844316032226,6.15126260213033
Sri Lanka,Southern Asia,2018,8.648178393412884,5.621713711025271
Afghanistan,null region,2015,0.2953003346115565,3.2761630212143578
Hungary,Central and Eastern Europe,2015,28.646095196399926,9.161461251623285
Japan,Eastern Asia,2019,38.352400779298605,5.694882323679057
Namibia,Sub-Saharan Africa,2020,28.982694310628183,3.697175200523928
Comoros,null region,2016,3.492566528159441,3.5094104129125774
El Salvador,null region,2017,29.65281155196056,8.804954509990464
China,Eastern Asia,2017,26.17653589578721,6.013615085328126
Tajikistan,null region,2020,4.891921179041048,9.813857846499495
Rwanda,Sub-Saharan Africa,2019,15.228324467050323,3.917750869503696
United States,North America,2021,15.359479899083665,5.574368818376635
Philippines,null region,2015,15.478849919226276,6.336940165240875
Estonia,null region,2018,3.311460078232525,5.533082175102962
Costa Rica,Latin America and Caribbean,2019,31.922816168160907,3.2591673955488463
Cambodia,Southeastern Asia,2019,29.527593257785018,1.0973221088811602
Tanzania,Sub-Saharan Africa,2020,13.811140536218794,7.8307083213196185
Georgia,Central and Eastern Europe,2018,19.87428460738906,1.992907887548854
Norway,Western Europe,2020,37.57934980282672,9.554788827158598
Thailand,Southeastern Asia,2020,31.977840854676202,1.4890886970522945
Romania,Central and Eastern Europe,2021,43.91357748409764,8.842277915422228
Yemen,Middle East and Northern Africa,2015,9.19193399142451,4.197296628063808
Belgium,Western Europe,2021,67.02636345059535,0.10112333123890027
Myanmar,Southeastern Asia,2015,7.10342911963493,4.577187666590582
Peru,Latin America and Caribbean,2019,10.028758185536045,7.102399981784104
Sweden,Western Europe,2020,26.08207520768856,2.044226266336607
Ivory Coast,Sub-Saharan Africa,2015,6.779546247723093,0.7361424521385905
Ghana,Sub-Saharan Africa,2017,18.27363157050029,0.29307787818998865
Nicaragua,Latin America and Caribbean,2019,26.309726537270272,2.5490399441226548
Nicaragua,Latin America and Caribbean,2020,18.94801691083999,6.703805879649824
Paraguay,Latin America and Caribbean,2016,21.268313173454484,1.9302885837152897
Yemen,Middle East and Northern Africa,2017,15.309685715028497,1.0608945246325385
Malawi,Sub-Saharan Africa,2021,0.7501843246722384,0.3346488919203498
Niger,Sub-Saharan Africa,2017,1.3374813135827441,6.520741381479268
Switzerland,Western Europe,2018,36.41254590523349,1.1867498399554155
Bahrain,Middle East and Northern Africa,2017,37.36343181708215,2.7546139575344037
Georgia,Central and Eastern Europe,2020,5.480397212766143,3.9658054907837563
Bosnia and Herzegovina,Central and Eastern Europe,2018,26.212859978824397,5.742660622262004
Bulgaria,null region,2018,34.33502091877051,5.063922475996764
Cambodia,Southeastern Asia,2016,14.230952259366907,0.2172546473155264
Niger,Sub-Saharan Africa,2018,3.753045611266227,7.956732298256111
Gabon,Sub-Saharan Africa,2020,53.89304387049212,3.5498332418368213
Botswana,null region,2017,11.862265993996088,1.6893305423782947
Sri Lanka,Southern Asia,2018,23.66321998619307,7.048424916602462
Denmark,Western Europe,2021,59.80437309869058,9.363764803793597
Afghanistan,null region,2020,6.260752264063415,0.8533397686100326
Sierra Leone,Sub-Saharan Africa,2018,5.553950965843425,0.07685998621615715
South Africa,Sub-Saharan Africa,2021,33.24627104520585,6.156487992935239
India,null region,2016,16.879930258411115,5.923000460179036
Jordan,null region,2017,20.67335253406791,3.4282581841689534
Bhutan,Southern Asia,2015,11.438650480540701,0.12233783592663074
Palestinian Territories,null region,2017,10.590860284040206,5.575511295912535
Guinea,null region,2016,3.827655390031842,2.075452328956957
Syria,Middle East and Northern Africa,2015,25.751757160647347,1.4794837776045289
Iceland,Western Europe,2021,32.57845783920673,7.160212716297348
Costa Rica,Latin America and Caribbean,2017,21.025923999768352,3.5631010998209875
Kenya,null region,2018,13.808368109614335,3.3959549962253246
Switzerland,Western Europe,2015,18.145445958975138,0.9087752519319106
Central African Republic,Sub-Saharan Africa,2019,1.04076605247385,3.41640244093978
Mali,Sub-Saharan Africa,2018,23.085460774007075,5.30667280136281
Iran,Middle East and Northern Africa,2015,20.531563484777667,8.202466022419312
Saudi Arabia,null region,2018,84.24182452422119,2.303626238521015
Hungary,Central and Eastern Europe,2017,25.548924895659308,7.326728577356669
Congo (Kinshasa),Sub-Saharan Africa,2015,0.0,5.4636442922696045
Croatia,Central and Eastern Europe,2021,13.411771072275462,8.714429754079573
Mozambique,null region,2019,6.860637325362491,3.200789928305217
Sweden,Western Europe,2019,42.038254035542906,9.898288932412454
Switzerland,Western Europe,2016,42.966242309984764,12.758498000223986
Tunisia,Middle East and Northern Africa,2021,58.248732181321095,5.676700250474196
Denmark,Western Europe,2021,32.90179474244761,1.3010204989772247
Moldova,Central and Eastern Europe,2019,6.458810735418664,5.47042902119618
Myanmar,Southeastern Asia,2017,6.266773345403669,5.09797665738508
Ivory Coast,Sub-Saharan Africa,2020,16.000454722097068,4.2666301855058215
Zimbabwe,Sub-Saharan Africa,2017,14.068954214266626,5.4217572020636
Japan,Eastern Asia,2020,10.207555755544735,6.077303326328862
Trinidad and Tobago,null region,2017,14.111729482373343,6.923381126544447
Israel,null region,2018,86.08113076970614,3.8762124756857075
Ethiopia,null region,2016,5.055630722020857,5.946884811250893
Bhutan,Southern Asia,2019,8.18588788224881,2.598679101361584
Panama,Latin America and Caribbean,2021,38.969086793152584,6.907786711810252
Ecuador,Latin America and Caribbean,2019,19.256285592541026,7.665988760858262
Afghanistan,null region,2020,13.942619752667762,1.9151730475239086
Tunisia,Middle East and Northern Africa,2015,26.1775829149981,8.941083317756853
Israel,null region,2021,28.562653378037353,4.78576887235575
Bolivia,Latin America and Caribbean,2019,20.170731003227683,0.8630636260954817
Bulgaria,null region,2017,61.60994575136923,2.6595793247317117
Argentina,Latin America and Caribbean,2021,24.363201502459283,3.9027340202290106
Spain,null region,2018,11.036456301064955,3.5460710419041437
Germany,Western Europe,2020,14.65694166532342,4.269349970746662
Kosovo,Central and Eastern Europe,2019,36.32213726492948,5.990118182217078
Portugal,Western Europe,2017,21.6958956129807,6.323829954406634
Denmark,Western Europe,2015,48.66505529074807,8.825266521106398
Togo,Sub-Saharan Africa,2017,0.12486903126080993,5.106218665698503
Bolivia,Latin America and Caribbean,2016,38.18089191199101,4.508837654274295
Ecuador,Latin America and Caribbean,2021,45.791133573548045,7.182643079560065
Singapore,Southeastern Asia,2020,8.491833981423758,4.417584235033701
Spain,null region,2018,38.17579915805792,1.9695482142031289
Egypt,null region,2016,7.4360102027612855,1.9313713670080306
Kuwait,Middle East and Northern Africa,2016,48.64691401305233,7.451004378567275
Malawi,Sub-Saharan Africa,2019,6.235513922708846,1.5799505772788052
Iran,Middle East and Northern Africa,2017,57.95388483227025,1.767828771507825
Finland,null region,2016,42.252428355829935,11.780780828049044
Ghana,Sub-Saharan Africa,2017,11.675376063235786,2.333923743137372
Portugal,Western Europe,2018,36.97631082614465,7.6604268878476836
Sierra Leone,Sub-Saharan Africa,2017,20.314446519779214,4.851819541511427
Algeria,null region,2021,32.414667225468556,1.5935138631754506
North Cyprus,null region,2017,2.823815050161837,5.2699211804630295
Mexico,Latin America and Caribbean,2015,22.029338797793994,12.576859808217216
Mozambique,null region,2019,7.896574818908305,2.3467167063016015
Thailand,Southeastern Asia,2019,14.154937910172158,4.700475956866645
Malta,null region,2015,22.79373662543868,7.972416365228967
Kenya,null region,2021,17.421713315922105,5.832051334573776
Ghana,Sub-Saharan Africa,2020,23.36387128474975,6.2926963254369745
Romania,Central and Eastern Europe,2018,13.663062611538601,1.3784567563748902
Slovakia,null region,2015,19.93327283877916,0.8242737569074116
Sierra Leone,Sub-Saharan Africa,2021,9.016577573747034,3.8612046415742793
Chad,Sub-Saharan Africa,2016,12.18966738040847,0.1892879995547226
Singapore,Southeastern Asia,2017,5.3357468168410005,9.729934164821671
South Africa,Sub-Saharan Africa,2018,30.208094690426538,6.238865997129364
Burundi,Sub-Saharan Africa,2021,0.0,4.321924091619059
Togo,Sub-Saharan Africa,2019,8.994228592340445,2.858695499340961
Philippines,null region,2016,23.899160284696283,7.682460056982731
Iraq,Middle East and Northern Africa,2018,14.196317770108543,4.000483191470071
Bangladesh,null region,2015,10.657071133841391,0.9978275233800153
Tajikistan,null region,2021,10.475629958549774,6.160010235584209
Germany,Western Europe,2020,55.427470419766536,7.585824404104372
Palestinian Territories,null region,2019,1.9319662010028043,6.5466007249210625
Portugal,Western Europe,2016,19.45358237789659,0.8824172214691887
Nepal,Southern Asia,2018,7.01971756787304,5.092280795744254
Trinidad and Tobago,null region,2020,2.006328303469157,1.039960540130672
Norway,Western Europe,2017,16.978922148231955,5.300106801713895
Somalia,Sub-Saharan Africa,2017,1.0395660396054243,1.7934549519965397
Georgia,Central and Eastern Europe,2016,26.241989449640084,5.0298640858855475
Guatemala,Latin America and Caribbean,2018,1.8422266262016436,9.668824172048494
Mauritius,Sub-Saharan Africa,2021,81.69083548038924,12.049503664486842
Paraguay,Latin America and Caribbean,2016,14.938883004177848,10.135713714530299
Venezuela,Latin America and Caribbean,2016,46.203461082422066,0.9586648820135643
Bosnia and Herzegovina,Central and Eastern Europe,2017,9.26207543031125,1.1755282409083285
Nepal,Southern Asia,2020,4.284728374567699,4.302206870845416
New Zealand,Australia and New Zealand,2021,38.941873087157376,7.87388131444239
Chad,Sub-Saharan Africa,2017,2.5192312659353617,7.0955603889605
Australia,Australia and New Zealand,2020,35.425486935235426,0.7406621933468395
Kuwait,Middle East and Northern Africa,2020,5.769264244150164,6.827865368503736
Jamaica,Latin America and Caribbean,2019,42.715649017320985,0.5281079164577523
Paraguay,Latin America and Caribbean,2018,45.21190960863867,6.031525302454342
Colombia,Latin America and Caribbean,2017,17.081590295225478,6.161526103195939
Belgium,Western Europe,2019,25.789043241822736,5.919684368847642
Panama,Latin America and Caribbean,2021,37.8598983331796,11.435877693661418
Armenia,Central and Eastern Europe,2016,16.851038648873065,0.020359251625140528
Kosovo,Central and Eastern Europe,2019,31.63858089266211,0.044412408723102155
Turkmenistan,Central and Eastern Europe,2021,1.8131607348057377,0.5735497825788592
Mexico,Latin America and Caribbean,2017,42.158565215590485,3.23627389363057
